/api/admin/account-lookup | plain | DELETE | admin-spa = deny
/api/k8s/{path...} | pool-create-disallowed-image | PATCH | github-oidc = deny
/api/k8s/{path...} | pool-create-disallowed-image | PATCH | oauth2-proxy = deny
/api/k8s/{path...} | pool-create-disallowed-image | PATCH | per-key-other-ns = deny
/api/k8s/{path...} | pool-create-disallowed-image | PATCH | per-key-owned-ns = deny
/api/k8s/{path...} | pool-create-disallowed-image | PATCH | spa = deny
/api/k8s/{path...} | pool-create-disallowed-image | PATCH | user-key = deny
/api/k8s/{path...} | pool-create-disallowed-image | PATCH | user-key-verified = deny
/api/k8s/{path...} | pool-create-disallowed-image | POST | admin-spa = deny
/api/k8s/{path...} | pool-create-disallowed-image | POST | cua-cli = deny
/api/k8s/{path...} | pool-create-disallowed-image | POST | dcr-client = deny
/api/k8s/{path...} | pool-create-disallowed-image | POST | empty-sub = deny
/api/k8s/{path...} | pool-create-disallowed-image | POST | github-oidc = deny
/api/k8s/{path...} | pool-create-disallowed-image | POST | oauth2-proxy = deny
/api/k8s/{path...} | pool-create-disallowed-image | POST | per-key-other-ns = deny
/api/k8s/{path...} | pool-create-disallowed-image | POST | per-key-owned-ns = deny
/api/k8s/{path...} | pool-create-disallowed-image | POST | spa = deny
/api/k8s/{path...} | pool-create-disallowed-image | POST | user-key = deny
/api/k8s/{path...} | pool-create-disallowed-image | POST | user-key-verified = deny
/api/k8s/{path...} | pool-create-disallowed-image | QUERY | admin-spa = deny
/api/k8s/{path...} | pool-create-disallowed-image | QUERY | cua-cli = deny
/api/k8s/{path...} | pool-create-disallowed-image | QUERY | dcr-client = deny
/api/k8s/{path...} | pool-create-disallowed-image | QUERY | empty-sub = deny
/api/k8s/{path...} | pool-create-disallowed-image | QUERY | github-oidc = deny
/api/k8s/{path...} | pool-create-disallowed-image | QUERY | oauth2-proxy = deny
/api/k8s/{path...} | pool-create-disallowed-image | QUERY | per-key-other-ns = deny
/api/k8s/{path...} | pool-create-disallowed-image | QUERY | per-key-owned-ns = deny
/api/k8s/{path...} | pool-create-disallowed-image | QUERY | spa = deny
/api/k8s/{path...} | pool-create-disallowed-image | QUERY | user-key = deny
/api/k8s/{path...} | pool-create-disallowed-image | QUERY | user-key-verified = deny
/api/k8s/{path...} | sandbox-item-image-patch | DELETE | admin-spa = deny
/api/k8s/{path...} | sandbox-item-image-patch | DELETE | cua-cli = deny
/api/k8s/{path...} | sandbox-item-image-patch | DELETE | dcr-client = deny
/api/k8s/{path...} | sandbox-item-image-patch | DELETE | empty-sub = deny
/api/k8s/{path...} | sandbox-item-image-patch | DELETE | github-oidc = deny
/api/k8s/{path...} | sandbox-item-image-patch | DELETE | oauth2-proxy = deny
/api/k8s/{path...} | sandbox-item-image-patch | DELETE | per-key-other-ns = deny
/api/k8s/{path...} | sandbox-item-image-patch | DELETE | per-key-owned-ns = deny
/api/k8s/{path...} | sandbox-item-image-patch | DELETE | spa = deny
/api/k8s/{path...} | sandbox-item-image-patch | DELETE | user-key = deny
/api/k8s/{path...} | sandbox-item-image-patch | DELETE | user-key-verified = deny
/api/k8s/{path...} | sandbox-item-image-patch | GET | admin-spa = allow
/api/k8s/{path...} | sandbox-item-image-patch | GET | cua-cli = allow
/api/k8s/{path...} | sandbox-item-image-patch | GET | dcr-client = deny
/api/k8s/{path...} | sandbox-item-image-patch | GET | empty-sub = deny
/api/k8s/{path...} | sandbox-item-image-patch | GET | github-oidc = deny
/api/k8s/{path...} | sandbox-item-image-patch | GET | oauth2-proxy = deny
/api/k8s/{path...} | sandbox-item-image-patch | GET | per-key-other-ns = deny
/api/k8s/{path...} | sandbox-item-image-patch | GET | per-key-owned-ns = deny
/api/k8s/{path...} | sandbox-item-image-patch | GET | spa = allow
/api/k8s/{path...} | sandbox-item-image-patch | GET | user-key = allow
/api/k8s/{path...} | sandbox-item-image-patch | GET | user-key-verified = allow
/api/k8s/{path...} | sandbox-item-image-patch | PATCH | admin-spa = deny
/api/k8s/{path...} | sandbox-item-image-patch | PATCH | cua-cli = deny
/api/k8s/{path...} | sandbox-item-image-patch | PATCH | dcr-client = deny
/api/k8s/{path...} | sandbox-item-image-patch | PATCH | empty-sub = deny
/api/k8s/{path...} | sandbox-item-image-patch | PATCH | github-oidc = deny
/api/k8s/{path...} | sandbox-item-image-patch | PATCH | oauth2-proxy = deny
/api/k8s/{path...} | sandbox-item-image-patch | PATCH | per-key-other-ns = deny
/api/k8s/{path...} | sandbox-item-image-patch | PATCH | per-key-owned-ns = deny
/api/k8s/{path...} | sandbox-item-image-patch | PATCH | spa = deny
/api/k8s/{path...} | sandbox-item-image-patch | PATCH | user-key = deny
/api/k8s/{path...} | sandbox-item-image-patch | PATCH | user-key-verified = deny
/api/k8s/{path...} | sandbox-item-image-patch | POST | admin-spa = deny
/api/k8s/{path...} | sandbox-item-image-patch | POST | cua-cli = deny
/api/k8s/{path...} | sandbox-item-image-patch | POST | dcr-client = deny
/api/k8s/{path...} | sandbox-item-image-patch | POST | empty-sub = deny
/api/k8s/{path...} | sandbox-item-image-patch | POST | github-oidc = deny
/api/k8s/{path...} | sandbox-item-image-patch | POST | oauth2-proxy = deny
/api/k8s/{path...} | sandbox-item-image-patch | POST | per-key-other-ns = deny
/api/k8s/{path...} | sandbox-item-image-patch | POST | per-key-owned-ns = deny
/api/k8s/{path...} | sandbox-item-image-patch | POST | spa = deny
/api/k8s/{path...} | sandbox-item-image-patch | POST | user-key = deny
/api/k8s/{path...} | sandbox-item-image-patch | POST | user-key-verified = deny
/api/k8s/{path...} | sandbox-item-image-patch | QUERY | admin-spa = deny
/api/k8s/{path...} | sandbox-item-image-patch | QUERY | cua-cli = deny
/api/k8s/{path...} | sandbox-item-image-patch | QUERY | dcr-client = deny
/api/k8s/{path...} | sandbox-item-image-patch | QUERY | empty-sub = deny
/api/k8s/{path...} | sandbox-item-image-patch | QUERY | github-oidc = deny
/api/k8s/{path...} | sandbox-item-image-patch | QUERY | oauth2-proxy = deny
/api/k8s/{path...} | sandbox-item-image-patch | QUERY | per-key-other-ns = deny
/api/k8s/{path...} | sandbox-item-image-patch | QUERY | per-key-owned-ns = deny
/api/k8s/{path...} | sandbox-item-image-patch | QUERY | spa = deny
/api/k8s/{path...} | sandbox-item-image-patch | QUERY | user-key = deny
/api/k8s/{path...} | sandbox-item-image-patch | QUERY | user-key-verified = deny
/api/k8s/{path...} | sandbox-item-services-patch | DELETE | admin-spa = deny
/api/k8s/{path...} | sandbox-item-services-patch | DELETE | cua-cli = deny
/api/k8s/{path...} | sandbox-item-services-patch | DELETE | dcr-client = deny
/api/k8s/{path...} | sandbox-item-services-patch | DELETE | empty-sub = deny
/api/k8s/{path...} | sandbox-item-services-patch | DELETE | github-oidc = deny
/api/k8s/{path...} | sandbox-item-services-patch | DELETE | oauth2-proxy = deny
/api/k8s/{path...} | sandbox-item-services-patch | DELETE | per-key-other-ns = deny
/api/k8s/{path...} | sandbox-item-services-patch | DELETE | per-key-owned-ns = deny
/api/k8s/{path...} | sandbox-item-services-patch | DELETE | spa = deny
/api/k8s/{path...} | sandbox-item-services-patch | DELETE | user-key = deny
/api/k8s/{path...} | sandbox-item-services-patch | DELETE | user-key-verified = deny
/api/k8s/{path...} | sandbox-item-services-patch | GET | admin-spa = allow
/api/k8s/{path...} | sandbox-item-services-patch | GET | cua-cli = allow
/api/k8s/{path...} | sandbox-item-services-patch | GET | dcr-client = deny
/api/k8s/{path...} | sandbox-item-services-patch | GET | empty-sub = deny
/api/k8s/{path...} | sandbox-item-services-patch | GET | github-oidc = deny
/api/k8s/{path...} | sandbox-item-services-patch | GET | oauth2-proxy = deny
/api/k8s/{path...} | sandbox-item-services-patch | GET | per-key-other-ns = deny
/api/k8s/{path...} | sandbox-item-services-patch | GET | per-key-owned-ns = deny
/api/k8s/{path...} | sandbox-item-services-patch | GET | spa = allow
/api/k8s/{path...} | sandbox-item-services-patch | GET | user-key = allow
/api/k8s/{path...} | sandbox-item-services-patch | GET | user-key-verified = allow
/api/k8s/{path...} | sandbox-item-services-patch | PATCH | admin-spa = allow
/api/k8s/{path...} | sandbox-item-services-patch | PATCH | cua-cli = allow
/api/k8s/{path...} | sandbox-item-services-patch | PATCH | dcr-client = deny
/api/k8s/{path...} | sandbox-item-services-patch | PATCH | empty-sub = deny
/api/k8s/{path...} | sandbox-item-services-patch | PATCH | github-oidc = deny
/api/k8s/{path...} | sandbox-item-services-patch | PATCH | oauth2-proxy = deny
/api/k8s/{path...} | sandbox-item-services-patch | PATCH | per-key-other-ns = deny
/api/k8s/{path...} | sandbox-item-services-patch | PATCH | per-key-owned-ns = deny
/api/k8s/{path...} | sandbox-item-services-patch | PATCH | spa = allow
/api/k8s/{path...} | sandbox-item-services-patch | PATCH | user-key = allow
/api/k8s/{path...} | sandbox-item-services-patch | PATCH | user-key-verified = allow
/api/k8s/{path...} | sandbox-item-services-patch | POST | admin-spa = deny
/api/k8s/{path...} | sandbox-item-services-patch | POST | cua-cli = deny
/api/k8s/{path...} | sandbox-item-services-patch | POST | dcr-client = deny
/api/k8s/{path...} | sandbox-item-services-patch | POST | empty-sub = deny
/api/k8s/{path...} | sandbox-item-services-patch | POST | github-oidc = deny
/api/k8s/{path...} | sandbox-item-services-patch | POST | oauth2-proxy = deny
/api/k8s/{path...} | sandbox-item-services-patch | POST | per-key-other-ns = deny
/api/k8s/{path...} | sandbox-item-services-patch | POST | per-key-owned-ns = deny
/api/k8s/{path...} | sandbox-item-services-patch | POST | spa = deny
/api/k8s/{path...} | sandbox-item-services-patch | POST | user-key = deny
/api/k8s/{path...} | sandbox-item-services-patch | POST | user-key-verified = deny
/api/k8s/{path...} | sandbox-item-services-patch | QUERY | admin-spa = deny
/api/k8s/{path...} | sandbox-item-services-patch | QUERY | cua-cli = deny
/api/k8s/{path...} | sandbox-item-services-patch | QUERY | dcr-client = deny
/api/k8s/{path...} | sandbox-item-services-patch | QUERY | empty-sub = deny
/api/k8s/{path...} | sandbox-item-services-patch | QUERY | github-oidc = deny
/api/k8s/{path...} | sandbox-item-services-patch | QUERY | oauth2-proxy = deny
/api/k8s/{path...} | sandbox-item-services-patch | QUERY | per-key-other-ns = deny
/api/k8s/{path...} | sandbox-item-services-patch | QUERY | per-key-owned-ns = deny
/api/k8s/{path...} | sandbox-item-services-patch | QUERY | spa = deny
/api/k8s/{path...} | sandbox-item-services-patch | QUERY | user-key = deny
/api/k8s/{path...} | sandbox-item-services-patch | QUERY | user-key-verified = deny
/api/k8s/{path...} | ungranted-ns-pools | DELETE | admin-spa = deny
/api/k8s/{path...} | ungranted-ns-pools | DELETE | cua-cli = deny
/api/k8s/{path...} | ungranted-ns-pools | DELETE | dcr-client = deny
/api/k8s/{path...} | ungranted-ns-pools | DELETE | empty-sub = deny
/api/k8s/{path...} | ungranted-ns-pools | DELETE | github-oidc = deny
/api/k8s/{path...} | ungranted-ns-pools | DELETE | oauth2-proxy = deny
/api/k8s/{path...} | ungranted-ns-pools | DELETE | per-key-other-ns = deny
/api/k8s/{path...} | ungranted-ns-pools | DELETE | per-key-owned-ns = deny
/api/k8s/{path...} | ungranted-ns-pools | DELETE | spa = deny
/api/k8s/{path...} | ungranted-ns-pools | DELETE | user-key = deny
/api/k8s/{path...} | ungranted-ns-pools | DELETE | user-key-verified = deny
/api/k8s/{path...} | ungranted-ns-pools | GET | admin-spa = allow
/api/k8s/{path...} | ungranted-ns-pools | GET | cua-cli = allow
/api/k8s/{path...} | ungranted-ns-pools | GET | dcr-client = deny
/api/k8s/{path...} | ungranted-ns-pools | GET | empty-sub = deny
/api/k8s/{path...} | ungranted-ns-pools | GET | github-oidc = deny
/api/k8s/{path...} | ungranted-ns-pools | GET | oauth2-proxy = deny
/api/k8s/{path...} | ungranted-ns-pools | GET | per-key-other-ns = deny
/api/k8s/{path...} | ungranted-ns-pools | GET | per-key-owned-ns = deny
/api/k8s/{path...} | ungranted-ns-pools | GET | spa = allow
/api/k8s/{path...} | ungranted-ns-pools | GET | user-key = allow
/api/k8s/{path...} | ungranted-ns-pools | GET | user-key-verified = allow
/api/k8s/{path...} | ungranted-ns-pools | PATCH | admin-spa = deny
/api/k8s/{path...} | ungranted-ns-pools | PATCH | cua-cli = deny
/api/k8s/{path...} | ungranted-ns-pools | PATCH | dcr-client = deny
/api/k8s/{path...} | ungranted-ns-pools | PATCH | empty-sub = deny
/api/k8s/{path...} | ungranted-ns-pools | PATCH | github-oidc = deny
/api/k8s/{path...} | ungranted-ns-pools | PATCH | oauth2-proxy = deny
/api/k8s/{path...} | ungranted-ns-pools | PATCH | per-key-other-ns = deny
/api/k8s/{path...} | ungranted-ns-pools | PATCH | per-key-owned-ns = deny
/api/k8s/{path...} | ungranted-ns-pools | PATCH | spa = deny
/api/k8s/{path...} | ungranted-ns-pools | PATCH | user-key = deny
/api/k8s/{path...} | ungranted-ns-pools | PATCH | user-key-verified = deny
/api/k8s/{path...} | ungranted-ns-pools | POST | admin-spa = allow
/api/k8s/{path...} | ungranted-ns-pools | POST | cua-cli = allow
/api/k8s/{path...} | ungranted-ns-pools | POST | dcr-client = deny
/api/k8s/{path...} | ungranted-ns-pools | POST | empty-sub = deny
/api/k8s/{path...} | ungranted-ns-pools | POST | github-oidc = deny
/api/k8s/{path...} | ungranted-ns-pools | POST | oauth2-proxy = deny
/api/k8s/{path...} | ungranted-ns-pools | POST | per-key-other-ns = deny
/api/k8s/{path...} | ungranted-ns-pools | POST | per-key-owned-ns = deny
/api/k8s/{path...} | ungranted-ns-pools | POST | spa = allow
/api/k8s/{path...} | ungranted-ns-pools | POST | user-key = allow
/api/k8s/{path...} | ungranted-ns-pools | POST | user-key-verified = allow
/api/k8s/{path...} | ungranted-ns-pools | QUERY | admin-spa = deny
/api/k8s/{path...} | ungranted-ns-pools | QUERY | cua-cli = deny
/api/k8s/{path...} | ungranted-ns-pools | QUERY | dcr-client = deny
/api/k8s/{path...} | ungranted-ns-pools | QUERY | empty-sub = deny
/api/k8s/{path...} | ungranted-ns-pools | QUERY | github-oidc = deny
/api/k8s/{path...} | ungranted-ns-pools | QUERY | oauth2-proxy = deny
/api/k8s/{path...} | ungranted-ns-pools | QUERY | per-key-other-ns = deny
/api/k8s/{path...} | ungranted-ns-pools | QUERY | per-key-owned-ns = deny
/api/k8s/{path...} | ungranted-ns-pools | QUERY | spa = deny
/api/k8s/{path...} | ungranted-ns-pools | QUERY | user-key = deny
/api/k8s/{path...} | ungranted-ns-pools | QUERY | user-key-verified = deny
/api/keys | plain | DELETE | admin-spa = allow
/api/keys | plain | DELETE | cua-cli = allow
/api/keys | plain | DELETE | dcr-client = deny
/api/keys | plain | DELETE | empty-sub = deny
/api/keys | plain | DELETE | github-oidc = deny
/api/keys | plain | DELETE | oauth2-proxy = deny
/api/keys | plain | DELETE | per-key-other-ns = deny
/api/keys | plain | DELETE | per-key-owned-ns = deny
/api/keys | plain | DELETE | spa = allow
/api/keys | plain | DELETE | user-key = deny
/api/keys | plain | DELETE | user-key-verified = deny
/api/keys | plain | GET | admin-spa = allow
/api/keys | plain | GET | cua-cli = allow
/api/keys | plain | GET | dcr-client = deny
/api/keys | plain | GET | empty-sub = deny
/api/keys | plain | GET | github-oidc = deny
/api/keys | plain | GET | oauth2-proxy = deny
/api/keys | plain | GET | per-key-other-ns = deny
/api/keys | plain | GET | per-key-owned-ns = deny
/api/keys | plain | GET | spa = allow
/api/keys | plain | GET | user-key = deny
/api/keys | plain | GET | user-key-verified = deny
/api/keys | plain | PATCH | admin-spa = allow
/api/keys | plain | PATCH | cua-cli = allow
/api/keys | plain | PATCH | dcr-client = deny
/api/keys | plain | PATCH | empty-sub = deny
/api/keys | plain | PATCH | github-oidc = deny
/api/keys | plain | PATCH | oauth2-proxy = deny
/api/keys | plain | PATCH | per-key-other-ns = deny
/api/keys | plain | PATCH | per-key-owned-ns = deny
/api/keys | plain | PATCH | spa = allow
/api/keys | plain | PATCH | user-key = deny
/api/keys | plain | PATCH | user-key-verified = deny
/api/keys | plain | POST | admin-spa = allow
/api/keys | plain | POST | cua-cli = allow
/api/keys | plain | POST | dcr-client = deny
/api/keys | plain | POST | empty-sub = deny
/api/keys | plain | POST | github-oidc = deny
/api/keys | plain | POST | oauth2-proxy = deny
/api/keys | plain | POST | per-key-other-ns = deny
/api/keys | plain | POST | per-key-owned-ns = deny
/api/keys | plain | POST | spa = allow
/api/keys | plain | POST | user-key = deny
/api/keys | plain | POST | user-key-verified = deny
/api/keys | plain | QUERY | admin-spa = allow
/api/keys | plain | QUERY | cua-cli = allow
/api/keys | plain | QUERY | dcr-client = deny
/api/keys | plain | QUERY | empty-sub = deny
/api/keys | plain | QUERY | github-oidc = deny
/api/keys | plain | QUERY | oauth2-proxy = deny
/api/keys | plain | QUERY | per-key-other-ns = deny
/api/keys | plain | QUERY | per-key-owned-ns = deny
/api/keys | plain | QUERY | spa = allow
/api/keys | plain | QUERY | user-key = deny
/api/keys | plain | QUERY | user-key-verified = deny
/api/keys/{id} | id | DELETE | admin-spa = allow
/api/keys/{id} | id | DELETE | cua-cli = allow
/api/keys/{id} | id | DELETE | dcr-client = deny
/api/keys/{id} | id | DELETE | empty-sub = deny
/api/keys/{id} | id | DELETE | github-oidc = deny
/api/keys/{id} | id | DELETE | oauth2-proxy = deny
/api/keys/{id} | id | DELETE | per-key-other-ns = deny
/api/keys/{id} | id | DELETE | per-key-owned-ns = deny
/api/keys/{id} | id | DELETE | spa = allow
/api/keys/{id} | id | DELETE | user-key = deny
/api/keys/{id} | id | DELETE | user-key-verified = deny
/api/keys/{id} | id | GET | admin-spa = allow
/api/keys/{id} | id | GET | cua-cli = allow
/api/keys/{id} | id | GET | dcr-client = deny
/api/keys/{id} | id | GET | empty-sub = deny
/api/keys/{id} | id | GET | github-oidc = deny
/api/keys/{id} | id | GET | oauth2-proxy = deny
/api/keys/{id} | id | GET | per-key-other-ns = deny
/api/keys/{id} | id | GET | per-key-owned-ns = deny
/api/keys/{id} | id | GET | spa = allow
/api/keys/{id} | id | GET | user-key = deny
/api/keys/{id} | id | GET | user-key-verified = deny
/api/keys/{id} | id | PATCH | admin-spa = allow
/api/keys/{id} | id | PATCH | cua-cli = allow
/api/keys/{id} | id | PATCH | dcr-client = deny
/api/keys/{id} | id | PATCH | empty-sub = deny
/api/keys/{id} | id | PATCH | github-oidc = deny
/api/keys/{id} | id | PATCH | oauth2-proxy = deny
/api/keys/{id} | id | PATCH | per-key-other-ns = deny
/api/keys/{id} | id | PATCH | per-key-owned-ns = deny
/api/keys/{id} | id | PATCH | spa = allow
/api/keys/{id} | id | PATCH | user-key = deny
/api/keys/{id} | id | PATCH | user-key-verified = deny
/api/keys/{id} | id | POST | admin-spa = allow
/api/keys/{id} | id | POST | cua-cli = allow
/api/keys/{id} | id | POST | dcr-client = deny
/api/keys/{id} | id | POST | empty-sub = deny
/api/keys/{id} | id | POST | github-oidc = deny
/api/keys/{id} | id | POST | oauth2-proxy = deny
/api/keys/{id} | id | POST | per-key-other-ns = deny
/api/keys/{id} | id | POST | per-key-owned-ns = deny
/api/keys/{id} | id | POST | spa = allow
/api/keys/{id} | id | POST | user-key = deny
/api/keys/{id} | id | POST | user-key-verified = deny
/api/keys/{id} | id | QUERY | admin-spa = allow
/api/keys/{id} | id | QUERY | cua-cli = allow
/api/keys/{id} | id | QUERY | dcr-client = deny
/api/keys/{id} | id | QUERY | empty-sub = deny
/api/keys/{id} | id | QUERY | github-oidc = deny
/api/keys/{id} | id | QUERY | oauth2-proxy = deny
/api/keys/{id} | id | QUERY | per-key-other-ns = deny
/api/keys/{id} | id | QUERY | per-key-owned-ns = deny
/api/keys/{id} | id | QUERY | spa = allow
/api/keys/{id} | id | QUERY | user-key = deny
/api/keys/{id} | id | QUERY | user-key-verified = deny
/api/namespaces | plain | DELETE | admin-spa = allow
/api/namespaces | plain | DELETE | cua-cli = allow
/api/namespaces | plain | DELETE | dcr-client = deny
/api/namespaces | plain | DELETE | empty-sub = deny
/api/namespaces | plain | DELETE | github-oidc = allow
/api/namespaces | plain | DELETE | oauth2-proxy = deny
/api/namespaces | plain | DELETE | per-key-other-ns = deny
/api/namespaces | plain | DELETE | per-key-owned-ns = deny
/api/namespaces | plain | DELETE | spa = allow
/api/namespaces | plain | DELETE | user-key = allow
/api/namespaces | plain | DELETE | user-key-verified = allow
/api/namespaces | plain | GET | admin-spa = allow
/api/namespaces | plain | GET | cua-cli = allow
/api/namespaces | plain | GET | dcr-client = deny
/api/namespaces | plain | GET | empty-sub = deny
/api/namespaces | plain | GET | github-oidc = allow
/api/namespaces | plain | GET | oauth2-proxy = deny
/api/namespaces | plain | GET | per-key-other-ns = deny
/api/namespaces | plain | GET | per-key-owned-ns = deny
/api/namespaces | plain | GET | spa = allow
/api/namespaces | plain | GET | user-key = allow
/api/namespaces | plain | GET | user-key-verified = allow
/api/namespaces | plain | PATCH | admin-spa = allow
/api/namespaces | plain | PATCH | cua-cli = allow
/api/namespaces | plain | PATCH | dcr-client = deny
/api/namespaces | plain | PATCH | empty-sub = deny
/api/namespaces | plain | PATCH | github-oidc = allow
/api/namespaces | plain | PATCH | oauth2-proxy = deny
/api/namespaces | plain | PATCH | per-key-other-ns = deny
/api/namespaces | plain | PATCH | per-key-owned-ns = deny
/api/namespaces | plain | PATCH | spa = allow
/api/namespaces | plain | PATCH | user-key = allow
/api/namespaces | plain | PATCH | user-key-verified = allow
/api/namespaces | plain | POST | admin-spa = allow
/api/namespaces | plain | POST | cua-cli = allow
/api/namespaces | plain | POST | dcr-client = deny
/api/namespaces | plain | POST | empty-sub = deny
/api/namespaces | plain | POST | github-oidc = allow
/api/namespaces | plain | POST | oauth2-proxy = deny
/api/namespaces | plain | POST | per-key-other-ns = deny
/api/namespaces | plain | POST | per-key-owned-ns = deny
/api/namespaces | plain | POST | spa = allow
/api/namespaces | plain | POST | user-key = allow
/api/namespaces | plain | POST | user-key-verified = allow
/api/namespaces | plain | QUERY | admin-spa = allow
/api/namespaces | plain | QUERY | cua-cli = allow
/api/namespaces | plain | QUERY | dcr-client = deny
/api/namespaces | plain | QUERY | empty-sub = deny
/api/namespaces | plain | QUERY | github-oidc = allow
/api/namespaces | plain | QUERY | oauth2-proxy = deny
/api/namespaces | plain | QUERY | per-key-other-ns = deny
/api/namespaces | plain | QUERY | per-key-owned-ns = deny
/api/namespaces | plain | QUERY | spa = allow
/api/namespaces | plain | QUERY | user-key = allow
/api/namespaces | plain | QUERY | user-key-verified = allow
/api/namespaces/{name} | name | DELETE | admin-spa = allow
/api/namespaces/{name} | name | DELETE | cua-cli = allow
/api/namespaces/{name} | name | DELETE | dcr-client = deny
/api/namespaces/{name} | name | DELETE | empty-sub = deny
/api/namespaces/{name} | name | DELETE | github-oidc = allow
/api/namespaces/{name} | name | DELETE | oauth2-proxy = deny
/api/namespaces/{name} | name | DELETE | per-key-other-ns = deny
/api/namespaces/{name} | name | DELETE | per-key-owned-ns = deny
/api/namespaces/{name} | name | DELETE | spa = allow
/api/namespaces/{name} | name | DELETE | user-key = allow
/api/namespaces/{name} | name | DELETE | user-key-verified = allow
/api/namespaces/{name} | name | GET | admin-spa = allow
/api/namespaces/{name} | name | GET | cua-cli = allow
/api/namespaces/{name} | name | GET | dcr-client = deny
/api/namespaces/{name} | name | GET | empty-sub = deny
/api/namespaces/{name} | name | GET | github-oidc = allow
/api/namespaces/{name} | name | GET | oauth2-proxy = deny
/api/namespaces/{name} | name | GET | per-key-other-ns = deny
/api/namespaces/{name} | name | GET | per-key-owned-ns = deny
/api/namespaces/{name} | name | GET | spa = allow
/api/namespaces/{name} | name | GET | user-key = allow
/api/namespaces/{name} | name | GET | user-key-verified = allow
/api/namespaces/{name} | name | PATCH | admin-spa = allow
/api/namespaces/{name} | name | PATCH | cua-cli = allow
/api/namespaces/{name} | name | PATCH | dcr-client = deny
/api/namespaces/{name} | name | PATCH | empty-sub = deny
/api/namespaces/{name} | name | PATCH | github-oidc = allow
/api/namespaces/{name} | name | PATCH | oauth2-proxy = deny
/api/namespaces/{name} | name | PATCH | per-key-other-ns = deny
/api/namespaces/{name} | name | PATCH | per-key-owned-ns = deny
/api/namespaces/{name} | name | PATCH | spa = allow
/api/namespaces/{name} | name | PATCH | user-key = allow
/api/namespaces/{name} | name | PATCH | user-key-verified = allow
/api/namespaces/{name} | name | POST | admin-spa = allow
/api/namespaces/{name} | name | POST | cua-cli = allow
/api/namespaces/{name} | name | POST | dcr-client = deny
/api/namespaces/{name} | name | POST | empty-sub = deny
/api/namespaces/{name} | name | POST | github-oidc = allow
/api/namespaces/{name} | name | POST | oauth2-proxy = deny
/api/namespaces/{name} | name | POST | per-key-other-ns = deny
/api/namespaces/{name} | name | POST | per-key-owned-ns = deny
/api/namespaces/{name} | name | POST | spa = allow
/api/namespaces/{name} | name | POST | user-key = allow
/api/namespaces/{name} | name | POST | user-key-verified = allow
/api/namespaces/{name} | name | QUERY | admin-spa = allow
/api/namespaces/{name} | name | QUERY | cua-cli = allow
/api/namespaces/{name} | name | QUERY | dcr-client = deny
/api/namespaces/{name} | name | QUERY | empty-sub = deny
/api/namespaces/{name} | name | QUERY | github-oidc = allow
/api/namespaces/{name} | name | QUERY | oauth2-proxy = deny
/api/namespaces/{name} | name | QUERY | per-key-other-ns = deny
/api/namespaces/{name} | name | QUERY | per-key-owned-ns = deny
/api/namespaces/{name} | name | QUERY | spa = allow
/api/namespaces/{name} | name | QUERY | user-key = allow
/api/namespaces/{name} | name | QUERY | user-key-verified = allow
/api/namespaces/{name} | unowned-name | DELETE | admin-spa = allow
/api/namespaces/{name} | unowned-name | DELETE | cua-cli = allow
/api/namespaces/{name} | unowned-name | DELETE | dcr-client = deny
/api/namespaces/{name} | unowned-name | DELETE | empty-sub = deny
/api/namespaces/{name} | unowned-name | DELETE | github-oidc = allow
/api/namespaces/{name} | unowned-name | DELETE | oauth2-proxy = deny
/api/namespaces/{name} | unowned-name | DELETE | per-key-other-ns = deny
/api/namespaces/{name} | unowned-name | DELETE | per-key-owned-ns = deny
/api/namespaces/{name} | unowned-name | DELETE | spa = allow
/api/namespaces/{name} | unowned-name | DELETE | user-key = allow
/api/namespaces/{name} | unowned-name | DELETE | user-key-verified = allow
/api/namespaces/{name} | unowned-name | GET | admin-spa = deny
/api/namespaces/{name} | unowned-name | GET | cua-cli = deny
/api/namespaces/{name} | unowned-name | GET | dcr-client = deny
/api/namespaces/{name} | unowned-name | GET | empty-sub = deny
/api/namespaces/{name} | unowned-name | GET | github-oidc = deny
/api/namespaces/{name} | unowned-name | GET | oauth2-proxy = deny
/api/namespaces/{name} | unowned-name | GET | per-key-other-ns = deny
/api/namespaces/{name} | unowned-name | GET | per-key-owned-ns = deny
/api/namespaces/{name} | unowned-name | GET | spa = deny
/api/namespaces/{name} | unowned-name | GET | user-key = deny
/api/namespaces/{name} | unowned-name | GET | user-key-verified = deny
/api/namespaces/{name} | unowned-name | PATCH | admin-spa = allow
/api/namespaces/{name} | unowned-name | PATCH | cua-cli = allow
/api/namespaces/{name} | unowned-name | PATCH | dcr-client = deny
/api/namespaces/{name} | unowned-name | PATCH | empty-sub = deny
/api/namespaces/{name} | unowned-name | PATCH | github-oidc = allow
/api/namespaces/{name} | unowned-name | PATCH | oauth2-proxy = deny
/api/namespaces/{name} | unowned-name | PATCH | per-key-other-ns = deny
/api/namespaces/{name} | unowned-name | PATCH | per-key-owned-ns = deny
/api/namespaces/{name} | unowned-name | PATCH | spa = allow
/api/namespaces/{name} | unowned-name | PATCH | user-key = allow
/api/namespaces/{name} | unowned-name | PATCH | user-key-verified = allow
/api/namespaces/{name} | unowned-name | POST | admin-spa = allow
/api/namespaces/{name} | unowned-name | POST | cua-cli = allow
/api/namespaces/{name} | unowned-name | POST | dcr-client = deny
